,Separation,Periodogram,MUSIC,OMP,cresfreq,cvswinfreq,swinfreq
0,0.3,0.009999999776482582,0.0,0.0,0.38100001215934753,0.4729999899864197,0.4009999930858612
1,0.30707070707070705,0.008999999612569809,0.0,0.0,0.3959999978542328,0.531000018119812,0.4580000042915344
2,0.3141414141414141,0.007000000216066837,0.0,0.0,0.4169999957084656,0.5260000228881836,0.453000009059906
3,0.32121212121212117,0.008999999612569809,0.0,0.0,0.4230000078678131,0.5270000100135803,0.4580000042915344
4,0.3282828282828283,0.007000000216066837,0.0010000000474974513,0.0,0.4659999907016754,0.5580000281333923,0.4950000047683716
5,0.33535353535353535,0.00800000037997961,0.0,0.0,0.46799999475479126,0.5649999976158142,0.5049999952316284
6,0.3424242424242424,0.008999999612569809,0.0,0.0,0.48500001430511475,0.5839999914169312,0.5239999890327454
7,0.34949494949494947,0.007000000216066837,0.0,0.0,0.4830000102519989,0.5910000205039978,0.5260000228881836
8,0.35656565656565653,0.008999999612569809,0.0010000000474974513,0.0,0.5180000066757202,0.640999972820282,0.5789999961853027
9,0.36363636363636365,0.01899999938905239,0.0,0.0,0.5379999876022339,0.6430000066757202,0.5920000076293945
10,0.3707070707070707,0.014999999664723873,0.0,0.0,0.5730000138282776,0.6769999861717224,0.640999972820282
11,0.37777777777777777,0.013000000268220901,0.0020000000949949026,0.0,0.5740000009536743,0.652999997138977,0.6349999904632568
12,0.38484848484848483,0.012000000104308128,0.0020000000949949026,0.0,0.578000009059906,0.6800000071525574,0.6359999775886536
13,0.3919191919191919,0.017000000923871994,0.0020000000949949026,0.0,0.5989999771118164,0.6819999814033508,0.6570000052452087
14,0.398989898989899,0.01899999938905239,0.0020000000949949026,0.0,0.6169999837875366,0.7160000205039978,0.671999990940094
15,0.406060606060606,0.017000000923871994,0.0010000000474974513,0.0,0.6380000114440918,0.7129999995231628,0.6919999718666077
16,0.4131313131313131,0.019999999552965164,0.0,0.0,0.6620000004768372,0.7200000286102295,0.7070000171661377
17,0.4202020202020202,0.019999999552965164,0.004000000189989805,0.0,0.6840000152587891,0.7459999918937683,0.7300000190734863
18,0.42727272727272725,0.020999999716877937,0.0010000000474974513,0.0,0.6830000281333923,0.7599999904632568,0.7450000047683716
19,0.43434343434343436,0.019999999552965164,0.0020000000949949026,0.0,0.6990000009536743,0.765999972820282,0.7490000128746033
20,0.44141414141414137,0.02199999988079071,0.004000000189989805,0.0,0.718999981880188,0.7879999876022339,0.7720000147819519
21,0.4484848484848485,0.03400000184774399,0.004000000189989805,0.0,0.7300000190734863,0.7829999923706055,0.7929999828338623
22,0.45555555555555555,0.020999999716877937,0.00800000037997961,0.0,0.7269999980926514,0.781000018119812,0.7789999842643738
23,0.4626262626262626,0.024000000208616257,0.004999999888241291,0.0,0.7570000290870667,0.8149999976158142,0.8119999766349792
24,0.46969696969696967,0.03099999949336052,0.007000000216066837,0.0,0.7519999742507935,0.7799999713897705,0.8059999942779541
25,0.47676767676767673,0.03400000184774399,0.007000000216066837,0.0,0.7699999809265137,0.8149999976158142,0.8309999704360962
26,0.48383838383838385,0.03400000184774399,0.010999999940395355,0.0,0.796999990940094,0.8180000185966492,0.8379999995231628
27,0.49090909090909085,0.032999999821186066,0.013000000268220901,0.0,0.8090000152587891,0.8450000286102295,0.8690000176429749
28,0.49797979797979797,0.03099999949336052,0.00800000037997961,0.0,0.8149999976158142,0.8519999980926514,0.8629999756813049
29,0.505050505050505,0.03999999910593033,0.009999999776482582,0.0,0.8429999947547913,0.8799999952316284,0.8849999904632568
30,0.5121212121212121,0.029999999329447746,0.008999999612569809,0.0,0.8360000252723694,0.8610000014305115,0.8740000128746033
31,0.5191919191919192,0.032999999821186066,0.013000000268220901,0.0,0.8379999995231628,0.8640000224113464,0.8769999742507935
32,0.5262626262626262,0.03700000047683716,0.004999999888241291,0.0,0.8529999852180481,0.875,0.8920000195503235
33,0.5333333333333333,0.03200000151991844,0.008999999612569809,0.0,0.8790000081062317,0.8809999823570251,0.8970000147819519
34,0.5404040404040404,0.03700000047683716,0.012000000104308128,0.0,0.875,0.8809999823570251,0.906000018119812
35,0.5474747474747474,0.04399999976158142,0.02199999988079071,0.0,0.8960000276565552,0.9070000052452087,0.9300000071525574
36,0.5545454545454545,0.05299999937415123,0.023000000044703484,0.0,0.9010000228881836,0.906000018119812,0.9399999976158142
37,0.5616161616161616,0.05299999937415123,0.019999999552965164,0.0,0.8930000066757202,0.902999997138977,0.9269999861717224
38,0.5686868686868687,0.05400000140070915,0.017000000923871994,0.0,0.9190000295639038,0.9169999957084656,0.9459999799728394
39,0.5757575757575757,0.0560000017285347,0.017999999225139618,0.0,0.9200000166893005,0.9210000038146973,0.9440000057220459
40,0.5828282828282828,0.06599999964237213,0.027000000700354576,0.0,0.9300000071525574,0.9150000214576721,0.9369999766349792
41,0.5898989898989899,0.04500000178813934,0.02500000037252903,0.0,0.9300000071525574,0.9259999990463257,0.949999988079071
42,0.5969696969696969,0.061000000685453415,0.02500000037252903,0.0,0.9509999752044678,0.9309999942779541,0.9570000171661377
43,0.6040404040404039,0.052000001072883606,0.017000000923871994,0.0,0.9350000023841858,0.9240000247955322,0.9470000267028809
44,0.6111111111111112,0.07000000029802322,0.041999999433755875,0.0010000000474974513,0.9539999961853027,0.9480000138282776,0.9639999866485596
45,0.6181818181818182,0.0560000017285347,0.02800000086426735,0.0,0.9459999799728394,0.9380000233650208,0.9549999833106995
46,0.6252525252525252,0.07999999821186066,0.04399999976158142,0.0010000000474974513,0.953000009059906,0.9430000185966492,0.9710000157356262
47,0.6323232323232323,0.08799999952316284,0.04100000113248825,0.0,0.9570000171661377,0.9470000267028809,0.9620000123977661
48,0.6393939393939394,0.05400000140070915,0.039000000804662704,0.0,0.9649999737739563,0.9539999961853027,0.968999981880188
49,0.6464646464646464,0.06800000369548798,0.04899999871850014,0.0010000000474974513,0.9679999947547913,0.9559999704360962,0.9729999899864197
50,0.6535353535353535,0.07199999690055847,0.04800000041723251,0.0010000000474974513,0.9700000286102295,0.9629999995231628,0.9779999852180481
51,0.6606060606060606,0.08699999749660492,0.04800000041723251,0.0,0.9779999852180481,0.9679999947547913,0.9829999804496765
52,0.6676767676767676,0.07999999821186066,0.057999998331069946,0.0,0.9750000238418579,0.9629999995231628,0.9819999933242798
53,0.6747474747474747,0.0989999994635582,0.05999999865889549,0.0,0.9660000205039978,0.9570000171661377,0.968999981880188
54,0.6818181818181818,0.10300000011920929,0.08100000023841858,0.0010000000474974513,0.972000002861023,0.9589999914169312,0.9710000157356262
55,0.6888888888888889,0.0689999982714653,0.05400000140070915,0.0020000000949949026,0.9660000205039978,0.9580000042915344,0.9739999771118164
56,0.6959595959595959,0.09200000017881393,0.07599999755620956,0.0020000000949949026,0.9700000286102295,0.9580000042915344,0.9729999899864197
57,0.703030303030303,0.08900000154972076,0.08900000154972076,0.0020000000949949026,0.9729999899864197,0.9639999866485596,0.9779999852180481
58,0.7101010101010101,0.10499999672174454,0.09600000083446503,0.0020000000949949026,0.9649999737739563,0.9620000123977661,0.9800000190734863
59,0.7171717171717171,0.10700000077486038,0.08900000154972076,0.008999999612569809,0.9729999899864197,0.9620000123977661,0.9710000157356262
60,0.7242424242424241,0.10899999737739563,0.09600000083446503,0.00800000037997961,0.984000027179718,0.9679999947547913,0.9779999852180481
61,0.7313131313131312,0.12099999934434891,0.12600000202655792,0.007000000216066837,0.9789999723434448,0.9739999771118164,0.9869999885559082
62,0.7383838383838384,0.11699999868869781,0.12600000202655792,0.007000000216066837,0.9739999771118164,0.9610000252723694,0.9729999899864197
63,0.7454545454545454,0.10400000214576721,0.10999999940395355,0.009999999776482582,0.9710000157356262,0.9670000076293945,0.9769999980926514
64,0.7525252525252525,0.11900000274181366,0.11999999731779099,0.02500000037252903,0.9779999852180481,0.9649999737739563,0.9750000238418579
65,0.7595959595959596,0.10199999809265137,0.1469999998807907,0.03400000184774399,0.9810000061988831,0.9700000286102295,0.9800000190734863
66,0.7666666666666666,0.1340000033378601,0.15000000596046448,0.02800000086426735,0.9739999771118164,0.9649999737739563,0.972000002861023
67,0.7737373737373737,0.12600000202655792,0.14900000393390656,0.04800000041723251,0.9750000238418579,0.9620000123977661,0.9729999899864197
68,0.7808080808080808,0.125,0.17599999904632568,0.04399999976158142,0.9739999771118164,0.9700000286102295,0.9750000238418579
69,0.7878787878787878,0.1289999932050705,0.1809999942779541,0.061000000685453415,0.9760000109672546,0.9660000205039978,0.9769999980926514
70,0.7949494949494949,0.14499999582767487,0.2070000022649765,0.06800000369548798,0.9810000061988831,0.9769999980926514,0.9769999980926514
71,0.8020202020202021,0.12300000339746475,0.19599999487400055,0.08299999684095383,0.9810000061988831,0.968999981880188,0.9779999852180481
72,0.8090909090909091,0.14399999380111694,0.20499999821186066,0.08799999952316284,0.9760000109672546,0.9710000157356262,0.9819999933242798
73,0.8161616161616161,0.1469999998807907,0.22100000083446503,0.10100000351667404,0.968999981880188,0.9649999737739563,0.9760000109672546
74,0.8232323232323231,0.1379999965429306,0.23499999940395355,0.0989999994635582,0.9829999804496765,0.9750000238418579,0.9860000014305115
75,0.8303030303030303,0.15000000596046448,0.27000001072883606,0.11699999868869781,0.9800000190734863,0.9800000190734863,0.9829999804496765
76,0.8373737373737373,0.1679999977350235,0.2939999997615814,0.13300000131130219,0.972000002861023,0.9639999866485596,0.9760000109672546
77,0.8444444444444443,0.19099999964237213,0.3100000023841858,0.10999999940395355,0.9739999771118164,0.9729999899864197,0.9810000061988831
78,0.8515151515151516,0.1679999977350235,0.296999990940094,0.1550000011920929,0.9850000143051147,0.9729999899864197,0.9860000014305115
79,0.8585858585858586,0.15800000727176666,0.32199999690055847,0.14900000393390656,0.9810000061988831,0.9789999723434448,0.9789999723434448
80,0.8656565656565656,0.16599999368190765,0.3370000123977661,0.1550000011920929,0.9760000109672546,0.9819999933242798,0.9850000143051147
81,0.8727272727272726,0.18000000715255737,0.35499998927116394,0.16599999368190765,0.9779999852180481,0.9800000190734863,0.9829999804496765
82,0.8797979797979798,0.17599999904632568,0.37299999594688416,0.17900000512599945,0.9829999804496765,0.9789999723434448,0.9810000061988831
83,0.8868686868686868,0.19200000166893005,0.41200000047683716,0.20399999618530273,0.984000027179718,0.9789999723434448,0.9890000224113464
84,0.8939393939393938,0.1770000010728836,0.4259999990463257,0.21899999678134918,0.9800000190734863,0.9739999771118164,0.9810000061988831
85,0.901010101010101,0.17900000512599945,0.42899999022483826,0.1979999989271164,0.9750000238418579,0.9739999771118164,0.9819999933242798
86,0.908080808080808,0.18199999630451202,0.4300000071525574,0.21400000154972076,0.984000027179718,0.9800000190734863,0.9879999756813049
87,0.915151515151515,0.19099999964237213,0.4690000116825104,0.21899999678134918,0.9869999885559082,0.9879999756813049,0.9929999709129333
88,0.9222222222222223,0.21299999952316284,0.5249999761581421,0.22100000083446503,0.9810000061988831,0.972000002861023,0.9779999852180481
89,0.9292929292929293,0.20900000631809235,0.5239999890327454,0.24500000476837158,0.9829999804496765,0.9860000014305115,0.9860000014305115
90,0.9363636363636363,0.20800000429153442,0.5360000133514404,0.23399999737739563,0.9900000095367432,0.9890000224113464,0.9850000143051147
91,0.9434343434343433,0.20399999618530273,0.5849999785423279,0.2199999988079071,0.9800000190734863,0.9829999804496765,0.9819999933242798
92,0.9505050505050505,0.23399999737739563,0.5419999957084656,0.2540000081062317,0.9879999756813049,0.9860000014305115,0.9890000224113464
93,0.9575757575757575,0.22499999403953552,0.5950000286102295,0.2619999945163727,0.9850000143051147,0.9900000095367432,0.9879999756813049
94,0.9646464646464645,0.2409999966621399,0.6209999918937683,0.2759999930858612,0.9909999966621399,0.9869999885559082,0.9919999837875366
95,0.9717171717171718,0.23499999940395355,0.625,0.24300000071525574,0.9890000224113464,0.984000027179718,0.9869999885559082
96,0.9787878787878788,0.2160000056028366,0.6439999938011169,0.296999990940094,0.9850000143051147,0.9879999756813049,0.9860000014305115
97,0.9858585858585858,0.21799999475479126,0.6449999809265137,0.29499998688697815,0.9869999885559082,0.9879999756813049,0.9940000176429749
98,0.9929292929292928,0.23800000548362732,0.6579999923706055,0.2709999978542328,0.9810000061988831,0.9879999756813049,0.9909999966621399
99,1.0,0.23600000143051147,0.6790000200271606,0.27300000190734863,0.9860000014305115,0.9879999756813049,0.9879999756813049
